DBID	TF_Name	TF_Status	Family_Name	DBDs
YNL103W	MET4	D	Unknown	UNKNOWN
YNL103W	MET4	D	Unknown	UNKNOWN
YNL139C	THO2	D	Unknown	UNKNOWN
YNL199C	GCR2	D	Unknown	UNKNOWN
YNL199C	GCR2	D	Unknown	UNKNOWN
YNL314W	DAL82	D	Unknown	UNKNOWN
YNL314W	DAL82	D	Unknown	UNKNOWN
YNL314W	DAL82	D	Unknown	UNKNOWN
YOR230W	WTM1	D	Unknown	UNKNOWN
YOR358W	HAP5	D	Unknown	UNKNOWN
YPL111W	CAR1	D	Unknown	UNKNOWN
YPL139C	UME1	D	Unknown	UNKNOWN
YPR054W	SMK1	D	Unknown	UNKNOWN
YPR086W	SUA7	D	Unknown	UNKNOWN
YER064C	VHR2	D	VHR1	Vhr1
YIL056W	VHR1	D	VHR1	Vhr1
MAL63_YEASX	MAL63_YEASX	D	Zinc cluster	Zn_clus
YAL051W	OAF1	D	Zinc cluster	Zn_clus
YAL051W	OAF1	D	Zinc cluster	Zn_clus
YAL051W	OAF1	D	Zinc cluster	Zn_clus
YAL051W	OAF1	D	Zinc cluster	Zn_clus
YBL005W	PDR3	D	Zinc cluster	Zn_clus
YBL005W	PDR3	D	Zinc cluster	Zn_clus
YBL005W	PDR3	D	Zinc cluster	Zn_clus
YBL005W	PDR3	D	Zinc cluster	Zn_clus
YBL005W	PDR3	D	Zinc cluster	Zn_clus
YBL066C	SEF1	N	Zinc cluster	Zn_clus
YBR033W	EDS1	D	Zinc cluster	Zn_clus
YBR033W	EDS1	D	Zinc cluster	Zn_clus
YBR033W	EDS1	D	Zinc cluster	Zn_clus
YBR033W	EDS1	D	Zinc cluster	Zn_clus
YBR150C	TBS1	D	Zinc cluster	Zn_clus
YBR150C	TBS1	D	Zinc cluster	Zn_clus
YBR150C	TBS1	D	Zinc cluster	Zn_clus
YBR150C	TBS1	D	Zinc cluster	Zn_clus
YBR239C	ERT1	D	Zinc cluster	Zn_clus
YBR239C	ERT1	D	Zinc cluster	Zn_clus
YBR239C	ERT1	D	Zinc cluster	Zn_clus
YBR239C	ERT1	D	Zinc cluster	Zn_clus
YBR240C	THI2	D	Zinc cluster	Zn_clus
YBR240C	THI2	D	Zinc cluster	Zn_clus
YBR297W	MAL33	N	Zinc cluster	Zn_clus
YCR106W	RDS1	D	Zinc cluster	Zn_clus
YCR106W	RDS1	D	Zinc cluster	Zn_clus
YCR106W	RDS1	D	Zinc cluster	Zn_clus
YCR106W	RDS1	D	Zinc cluster	Zn_clus
YDL170W	UGA3	D	Zinc cluster	Zn_clus
YDL170W	UGA3	D	Zinc cluster	Zn_clus
YDL170W	UGA3	D	Zinc cluster	Zn_clus
YDL170W	UGA3	D	Zinc cluster	Zn_clus
YDR034C	LYS14	D	Zinc cluster	Zn_clus
YDR034C	LYS14	D	Zinc cluster	Zn_clus
YDR034C	LYS14	D	Zinc cluster	Zn_clus
YDR034C	LYS14	D	Zinc cluster	Zn_clus
YDR034C	LYS14	D	Zinc cluster	Zn_clus
YDR207C	UME6	D	Zinc cluster	Zn_clus
YDR207C	UME6	D	Zinc cluster	Zn_clus
YDR207C	UME6	D	Zinc cluster	Zn_clus
YDR207C	UME6	D	Zinc cluster	Zn_clus
YDR213W	UPC2	D	Zinc cluster	Zn_clus
YDR213W	UPC2	D	Zinc cluster	Zn_clus
YDR213W	UPC2	D	Zinc cluster	Zn_clus
YDR303C	RSC3	D	Zinc cluster	Zn_clus
YDR303C	RSC3	D	Zinc cluster	Zn_clus
YDR303C	RSC3	D	Zinc cluster	Zn_clus
YDR303C	RSC3	D	Zinc cluster	Zn_clus
YDR421W	ARO80	D	Zinc cluster	Zn_clus
YDR421W	ARO80	D	Zinc cluster	Zn_clus
YDR421W	ARO80	D	Zinc cluster	Zn_clus
YDR421W	ARO80	D	Zinc cluster	Zn_clus
YDR520C	URC2	D	Zinc cluster	Zn_clus
YDR520C	URC2	D	Zinc cluster	Zn_clus
YDR520C	URC2	D	Zinc cluster	Zn_clus
YDR520C	URC2	D	Zinc cluster	Zn_clus
YER184C	TOG1	D	Zinc cluster	Zn_clus
YER184C	TOG1	D	Zinc cluster	Zn_clus
YER184C	TOG1	D	Zinc cluster	Zn_clus
YER184C	TOG1	D	Zinc cluster	Zn_clus
YFL052W	YFL052W	N	Zinc cluster	Zn_clus
YGL013C	PDR1	D	Zinc cluster	Zn_clus
YGL013C	PDR1	D	Zinc cluster	Zn_clus
YGL013C	PDR1	D	Zinc cluster	Zn_clus
YGL013C	PDR1	D	Zinc cluster	Zn_clus
YGL013C	PDR1	D	Zinc cluster	Zn_clus
YGL013C	PDR1	D	Zinc cluster	Zn_clus
YGL162W	SUT1	D	Zinc cluster	Zn_clus
YGL162W	SUT1	D	Zinc cluster	Zn_clus
YGL162W	SUT1	D	Zinc cluster	Zn_clus
YGL162W	SUT1	D	Zinc cluster	Zn_clus
YGR288W	MAL13	N	Zinc cluster	Zn_clus
YHR056C	RSC30	D	Zinc cluster	Zn_clus
YHR056C	RSC30	D	Zinc cluster	Zn_clus
YHR056C	RSC30	D	Zinc cluster	Zn_clus
YHR056C	RSC30	D	Zinc cluster	Zn_clus
YHR178W	STB5	D	Zinc cluster	Zn_clus
YHR178W	STB5	D	Zinc cluster	Zn_clus
YHR178W	STB5	D	Zinc cluster	Zn_clus
YHR178W	STB5	D	Zinc cluster	Zn_clus
YHR178W	STB5	D	Zinc cluster	Zn_clus
YIL130W	ASG1	D	Zinc cluster	Zn_clus
YIL130W	ASG1	D	Zinc cluster	Zn_clus
YIL130W	ASG1	D	Zinc cluster	Zn_clus
YIL130W	ASG1	D	Zinc cluster	Zn_clus
YIL130W	ASG1	D	Zinc cluster	Zn_clus
YIR023W	DAL81	D	Zinc cluster	Zn_clus
YIR023W	DAL81	D	Zinc cluster	Zn_clus
YIR023W	DAL81	D	Zinc cluster	Zn_clus
YJL089W	SIP4	D	Zinc cluster	Zn_clus
YJL089W	SIP4	D	Zinc cluster	Zn_clus
YJL089W	SIP4	D	Zinc cluster	Zn_clus
YJL089W	SIP4	D	Zinc cluster	Zn_clus
YJL089W	SIP4	D	Zinc cluster	Zn_clus
YJL103C	GSM1	D	Zinc cluster	Zn_clus
YJL103C	GSM1	D	Zinc cluster	Zn_clus
YJL103C	GSM1	D	Zinc cluster	Zn_clus
YJL206C	YJL206C	N	Zinc cluster	Zn_clus
YKL015W	PUT3	D	Zinc cluster	Zn_clus
YKL015W	PUT3	D	Zinc cluster	Zn_clus
YKL015W	PUT3	D	Zinc cluster	Zn_clus
YKL015W	PUT3	D	Zinc cluster	Zn_clus
YKL038W	RGT1	D	Zinc cluster	Zn_clus
YKL038W	RGT1	D	Zinc cluster	Zn_clus
YKL038W	RGT1	D	Zinc cluster	Zn_clus
YKL038W	RGT1	D	Zinc cluster	Zn_clus
YKL038W	RGT1	D	Zinc cluster	Zn_clus
YKL222C	YKL222C	D	Zinc cluster	Zn_clus
YKL222C	YKL222C	D	Zinc cluster	Zn_clus
YKL222C	YKL222C	D	Zinc cluster	Zn_clus
YKL222C	YKL222C	D	Zinc cluster	Zn_clus
YKR064W	OAF3	N	Zinc cluster	Zn_clus
YLL054C	YLL054C	D	Zinc cluster	Zn_clus
YLL054C	YLL054C	D	Zinc cluster	Zn_clus
YLL054C	YLL054C	D	Zinc cluster	Zn_clus
YLL054C	YLL054C	D	Zinc cluster	Zn_clus
YLL054C	YLL054C	D	Zinc cluster	Zn_clus
YLR014C	PPR1	D	Zinc cluster	Zn_clus
YLR098C	CHA4	D	Zinc cluster	Zn_clus
YLR098C	CHA4	D	Zinc cluster	Zn_clus
YLR098C	CHA4	D	Zinc cluster	Zn_clus
YLR098C	CHA4	D	Zinc cluster	Zn_clus
YLR228C	ECM22	D	Zinc cluster	Zn_clus
YLR228C	ECM22	D	Zinc cluster	Zn_clus
YLR228C	ECM22	D	Zinc cluster	Zn_clus
YLR228C	ECM22	D	Zinc cluster	Zn_clus
YLR228C	ECM22	D	Zinc cluster	Zn_clus
YLR256W	HAP1	D	Zinc cluster	Zn_clus
YLR256W	HAP1	D	Zinc cluster	Zn_clus
YLR256W	HAP1	D	Zinc cluster	Zn_clus
YLR256W	HAP1	D	Zinc cluster	Zn_clus
YLR256W	HAP1	D	Zinc cluster	Zn_clus
YLR266C	PDR8	D	Zinc cluster	Zn_clus
YLR266C	PDR8	D	Zinc cluster	Zn_clus
YLR266C	PDR8	D	Zinc cluster	Zn_clus
YLR266C	PDR8	D	Zinc cluster	Zn_clus
YLR278C	YLR278C	D	Zinc cluster	Zn_clus
YLR278C	YLR278C	D	Zinc cluster	Zn_clus
YLR278C	YLR278C	D	Zinc cluster	Zn_clus
YLR278C	YLR278C	D	Zinc cluster	Zn_clus
YLR451W	LEU3	D	Zinc cluster	Zn_clus
YLR451W	LEU3	D	Zinc cluster	Zn_clus
YLR451W	LEU3	D	Zinc cluster	Zn_clus
YLR451W	LEU3	D	Zinc cluster	Zn_clus
YLR451W	LEU3	D	Zinc cluster	Zn_clus
YML099C	ARG81	D	Zinc cluster	Zn_clus
YML099C	ARG81	D	Zinc cluster	Zn_clus
YML099C	ARG81	D	Zinc cluster	Zn_clus
YMR019W	STB4	D	Zinc cluster	Zn_clus
YMR019W	STB4	D	Zinc cluster	Zn_clus
YMR019W	STB4	D	Zinc cluster	Zn_clus
YMR019W	STB4	D	Zinc cluster	Zn_clus
YMR168C	CEP3	D	Zinc cluster	Zn_clus
YMR168C	CEP3	D	Zinc cluster	Zn_clus
YMR168C	CEP3	D	Zinc cluster	Zn_clus
YMR168C	CEP3	D	Zinc cluster	Zn_clus
YMR280C	CAT8	D	Zinc cluster	Zn_clus
YMR280C	CAT8	D	Zinc cluster	Zn_clus
YMR280C	CAT8	D	Zinc cluster	Zn_clus
YMR280C	CAT8	D	Zinc cluster	Zn_clus
YMR280C	CAT8	D	Zinc cluster	Zn_clus
YNR063W	YNR063W	D	Zinc cluster	Zn_clus
YNR063W	YNR063W	D	Zinc cluster	Zn_clus
YNR063W	YNR063W	D	Zinc cluster	Zn_clus
YNR063W	YNR063W	D	Zinc cluster	Zn_clus
YOL089C	HAL9	D	Zinc cluster	Zn_clus
YOL089C	HAL9	D	Zinc cluster	Zn_clus
YOL089C	HAL9	D	Zinc cluster	Zn_clus
YOL089C	HAL9	D	Zinc cluster	Zn_clus
YOR162C	YRR1	D	Zinc cluster	Zn_clus
YOR162C	YRR1	D	Zinc cluster	Zn_clus
YOR162C	YRR1	D	Zinc cluster	Zn_clus
YOR162C	YRR1	D	Zinc cluster	Zn_clus
YOR172W	YRM1	D	Zinc cluster	Zn_clus
YOR172W	YRM1	D	Zinc cluster	Zn_clus
YOR172W	YRM1	D	Zinc cluster	Zn_clus
YOR172W	YRM1	D	Zinc cluster	Zn_clus
YOR337W	TEA1	D	Zinc cluster	Zn_clus
YOR337W	TEA1	D	Zinc cluster	Zn_clus
YOR337W	TEA1	D	Zinc cluster	Zn_clus
YOR337W	TEA1	D	Zinc cluster	Zn_clus
YOR363C	PIP2	N	Zinc cluster	Zn_clus
YOR380W	RDR1	D	Zinc cluster	Zn_clus
YOR380W	RDR1	D	Zinc cluster	Zn_clus
YOR380W	RDR1	D	Zinc cluster	Zn_clus
YOR380W	RDR1	D	Zinc cluster	Zn_clus
YOR380W	RDR1	D	Zinc cluster	Zn_clus
YPL133C	RDS2	D	Zinc cluster	Zn_clus
YPL133C	RDS2	D	Zinc cluster	Zn_clus
YPL133C	RDS2	D	Zinc cluster	Zn_clus
YPL133C	RDS2	D	Zinc cluster	Zn_clus
YPL133C	RDS2	D	Zinc cluster	Zn_clus
YPL248C	GAL4	D	Zinc cluster	Zn_clus
YPL248C	GAL4	D	Zinc cluster	Zn_clus
YPL248C	GAL4	D	Zinc cluster	Zn_clus
YPL248C	GAL4	D	Zinc cluster	Zn_clus
YPL248C	GAL4	D	Zinc cluster	Zn_clus
YPL248C	GAL4	D	Zinc cluster	Zn_clus
YPL248C	GAL4	D	Zinc cluster	Zn_clus
YPR009W	SUT2	D	Zinc cluster	Zn_clus
YPR009W	SUT2	D	Zinc cluster	Zn_clus
YPR196W	YPR196W	D	Zinc cluster	Zn_clus
YPR196W	YPR196W	D	Zinc cluster	Zn_clus
YPR196W	YPR196W	D	Zinc cluster	Zn_clus
YPR196W	YPR196W	D	Zinc cluster	Zn_clus
